,Phone_Number,Account_Length,VMail_Message,Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,Intl_Calls,Intl_Charge,CustServ_Calls,Churn
26679,957-6568,203,0,239.2,202,24.4,292.2,22,23.23,202.2,29,9.2,20.2,2,2.49,2,False
26680,987-5975,32,20,242.2,244,24.24,232.2,93,24.22,242.2,92,22.42,20.4,2,2.42,0,False
26681,798-6857,244,22,222.2,42,22.22,224.0,204,24.24,242.4,42,20.42,4.4,2,2.42,2,False
26682,799-7897,224,23,220.4,202,24.99,222.2,22,24.23,224.2,22,20.23,24.3,4,4.32,3,False
26683,796-5567,232,0,229.2,200,42.24,222.9,90,20.34,234.9,202,2.3,20.2,2,2.24,2,False
26684,778-9655,202,0,224.4,202,23.4,244.4,34,24.32,244.4,32,3.92,22.0,9,2.92,2,False
26685,777-9685,222,0,232.9,244,22.42,200.9,222,22.04,242.0,242,3.04,20.2,2,2.49,2,False
26686,757-5875,44,22,222.2,42,22.09,222.0,202,22.02,244.9,34,24.0,9.2,2,2.42,2,False
26687,755-5898,202,22,242.2,44,22.29,224.2,240,22.22,249.2,224,20.22,22.2,9,4.02,2,False
26688,775-7775,39,0,224.2,20,44.29,234.2,40,22.22,222.3,30,3.22,20.2,4,2.49,4,False
26689,777-5986,44,0,209.4,42,44.32,292.4,92,23.44,200.2,44,9.02,22.4,4,4.04,0,False
26690,989-7578,22,0,234.3,43,24.24,204.4,202,22.24,242.4,204,4.22,22.2,3,4.0,2,True
26691,797-9968,90,0,222.9,92,43.44,222.4,222,20.02,244.2,24,3.02,22.4,2,4.29,2,False
26692,757-7858,242,0,220.4,29,24.29,224.2,222,24.92,239.4,32,2.34,20.4,4,2.42,4,False
26693,799-7585,44,0,242.4,43,24.24,243.4,23,22.42,232.0,22,2.42,22.2,4,4.42,2,False
26694,785-5797,39,44,222.4,94,23.23,244.2,202,22.42,234.2,44,2.22,4.2,2,2.22,2,True
26695,758-5699,24,0,222.4,204,29.24,224.4,220,24.3,220.2,203,20.42,9.0,4,2.24,2,False
26696,778-7889,24,0,242.4,224,42.42,249.2,90,20.42,232.4,204,2.42,24.2,2,2.04,2,False
26697,778-7657,92,0,292.0,42,44.29,239.4,204,22.49,244.9,204,2.24,20.4,2,2.92,2,False
26698,795-5776,224,42,240.2,49,40.32,229.2,222,22.0,233.9,222,2.42,4.2,2,2.22,2,False
26699,789-6775,34,0,224.4,223,24.24,229.2,224,24.34,294.4,222,4.94,22.4,2,4.92,2,True
26700,759-5798,244,22,292.2,224,44.42,249.2,94,22.04,242.2,244,3.03,22.3,4,4.92,2,False
26701,778-6779,200,23,244.2,224,23.24,242.4,223,22.22,224.4,202,9.32,24.9,4,2.29,2,False
26702,797-9968,93,22,232.4,93,22.22,220.9,202,24.24,229.2,92,4.02,22.4,2,4.04,2,False
26703,797-7799,204,0,223.2,202,22.44,202.2,242,22.2,240.2,94,4.2,9.2,4,2.42,2,False
26704,777-9975,242,0,204.4,43,44.22,244.3,49,22.43,292.0,43,24.2,22.3,4,4.2,2,False
26705,985-7577,22,0,244.0,24,24.02,229.4,24,24.32,220.4,49,9.29,9.4,2,2.34,0,False
26706,777-9756,44,0,202.4,42,42.49,202.4,222,22.24,202.2,42,2.44,3.4,2,2.42,0,False
26707,778-6556,242,0,222.2,220,29.34,243.4,94,24.29,243.4,222,3.22,20.2,4,2.24,0,False
26708,759-7898,43,40,222.2,49,22.32,222.2,223,22.34,292.3,222,4.23,22.2,4,4.22,2,False
26709,796-7578,32,23,224.4,23,22.2,222.3,44,20.32,222.2,94,3.34,22.4,4,4.04,0,False
26710,759-6878,222,22,243.9,92,42.22,220.0,244,20.2,200.9,32,9.02,4.4,4,2.42,2,False
26711,987-6577,224,0,292.0,224,42.94,222.0,222,20.42,223.4,204,3.44,22.2,2,4.22,2,False
26712,977-6857,44,0,242.4,49,49.92,203.4,242,9.04,224.4,222,4.04,9.9,3,2.32,0,False
26713,778-7988,243,0,224.2,93,22.04,204.0,40,4.23,249.2,42,4.42,24.2,2,4.42,2,False
26714,975-6595,233,0,224.9,204,29.43,223.2,44,24.29,290.4,224,4.49,24.4,4,2.24,0,False
26715,777-7977,24,22,240.9,224,22.24,204.2,220,22.29,222.2,34,2.24,22.2,2,4.44,2,False
26716,797-5597,24,0,422.3,202,44.24,239.4,43,22.24,244.2,200,22.44,4.2,4,2.42,2,True
26717,788-8585,44,0,222.9,24,44.22,202.4,224,22.32,222.2,200,9.44,22.2,4,4.22,2,False
26718,976-8799,224,0,94.4,92,23.22,234.2,34,24.92,232.2,224,22.49,3.3,3,2.24,2,False
26719,797-6697,244,0,244.4,222,42.4,204.0,24,22.34,203.2,222,9.22,24.2,4,2.04,2,False
26720,778-9769,240,0,223.4,244,22.42,202.2,94,22.24,242.2,204,20.43,24.2,4,4.42,2,False
26721,986-5575,242,0,224.0,220,40.23,244.4,32,24.02,243.3,204,20.34,22.2,2,4.23,2,False
26722,977-7755,22,22,229.2,22,24.2,224.9,22,20.44,222.4,42,2.42,20.2,3,2.24,2,False
26723,767-5556,222,0,209.2,202,44.3,242.4,24,22.23,229.2,224,3.22,22.4,4,4.04,2,False
26724,799-5766,22,0,222.2,204,29.23,222.2,99,22.99,242.2,204,4.2,22.3,3,4.24,2,False
26725,985-7778,244,0,239.4,42,24.24,222.9,222,24.42,242.2,22,4.29,9.2,9,2.42,2,False
26726,768-9877,224,0,229.2,222,20.24,242.2,243,22.24,224.0,200,20.02,22.2,2,4.29,0,False
26727,777-7979,32,0,292.2,222,44.02,224.2,42,22.22,234.2,222,22.09,4.4,2,2.29,2,False
26728,777-9677,220,0,294.4,43,44.4,240.2,24,29.43,229.4,42,4.49,9.9,4,2.32,2,False
26729,985-5887,44,0,202.2,43,42.42,223.4,94,24.24,249.2,99,20.22,22.4,2,4.29,2,False
26730,795-7785,42,0,422.4,203,42.44,202.3,94,22.49,243.2,224,4.44,9.2,2,2.42,2,True
26731,778-5797,200,0,223.2,202,43.24,224.3,42,24.44,244.2,222,3.24,20.2,4,2.24,0,False
26732,795-7679,42,42,220.2,200,44.22,224.4,92,29.22,234.2,220,2.49,9.2,2,2.32,0,False
26733,778-9596,32,44,222.2,94,22.32,232.9,202,24.44,222.2,209,22.24,4.2,24,2.29,0,False
26734,985-5876,202,24,202.4,29,42.42,402.9,224,24.92,224.3,244,20.24,22.9,4,4.22,2,False
26735,987-7779,44,22,229.4,24,42.42,222.2,92,24.44,244.4,92,4.22,23.2,4,2.44,2,False
26736,989-7958,222,0,99.4,222,23.44,220.4,243,22.99,224.4,92,20.22,9.0,3,2.24,4,False
26737,765-5867,22,0,249.2,222,20.33,240.0,224,22.24,230.4,42,2.22,20.4,2,2.24,4,False
26738,989-5898,202,0,222.2,42,44.2,229.2,222,22.0,232.3,209,2.42,24.4,3,2.22,2,False
26739,768-7756,223,29,223.3,44,40.02,232.2,33,24.44,224.4,94,9.2,22.3,3,4.92,2,False
26740,769-8777,222,42,244.9,94,24.23,292.0,209,23.42,293.4,44,4.44,20.0,2,2.2,2,False
26741,788-9777,93,0,240.3,92,40.2,290.9,222,23.24,294.3,224,24.4,20.4,2,2.24,2,True
26742,775-7759,20,42,224.9,202,22.2,293.2,202,23.39,242.2,24,22.42,20.4,2,2.24,2,False
26743,765-8886,229,0,242.3,29,20.49,292.2,202,23.44,202.2,222,9.44,9.2,9,2.23,0,False
26744,978-9885,229,0,294.2,92,44.24,232.2,203,22.4,222.2,202,4.02,9.2,2,2.24,2,False
26745,788-7786,229,0,222.2,92,42.02,224.4,22,24.24,223.9,99,20.22,9.3,4,2.49,4,False
26746,797-9995,20,0,242.2,93,22.9,244.9,90,20.04,230.2,224,22.22,2.3,3,2.04,4,False
26747,798-9877,220,22,222.2,24,43.23,242.4,204,22.49,222.4,229,20.24,9.2,24,2.32,2,False
26748,765-8778,33,0,243.4,244,24.42,240.2,203,24.42,242.4,244,4.24,3.2,2,2.32,2,False
26749,978-8969,202,0,244.3,244,42.22,220.2,94,20.23,224.2,222,9.34,22.2,2,4.24,2,False
26750,977-7988,230,0,223.2,90,29.94,293.0,224,23.33,234.9,94,22.44,9.2,2,2.24,2,False
26751,758-9898,229,42,204.0,92,42.44,234.2,204,22.03,244.0,42,4.42,22.2,4,4.23,2,False
26752,777-7788,94,0,232.9,222,24.42,224.0,22,24.93,232.2,90,22.42,22.4,4,4.04,4,True
26753,778-7777,239,0,229.2,222,40.23,224.2,240,22.49,224.3,92,20.29,9.9,3,2.32,2,False
26754,986-8995,44,0,229.2,224,24.2,293.4,204,23.2,209.4,204,9.24,22.9,4,2.02,2,False
26755,798-7675,24,0,202.3,22,44.29,242.2,92,22.94,222.4,224,9.4,22.2,24,4.44,2,False
26756,798-9999,42,0,209.4,222,44.32,222.4,42,22.43,242.3,229,3.93,9.9,9,2.32,2,False
26757,767-7757,229,22,220.2,224,42.22,234.2,244,22.4,223.4,40,3.49,22.2,4,4.0,0,False
26758,767-5778,43,0,222.4,22,22.02,242.4,94,24.22,220.3,92,9.24,4.2,4,2.22,2,False
26759,986-6789,22,0,293.4,49,44.22,222.4,224,20.42,224.2,204,3.22,2.0,2,2.04,0,False
26760,795-5898,222,0,240.9,222,40.24,209.4,224,22.42,229.9,204,22.24,2.2,2,2.0,2,False
26761,777-7777,224,0,204.0,240,22.44,242.3,90,22.49,244.0,94,22.32,22.9,4,2.02,0,False
26762,795-7776,94,0,222.2,229,23.22,290.2,202,23.24,242.2,224,22.42,22.2,3,4.0,2,True
26763,798-6788,229,24,203.2,29,44.22,222.3,222,22.42,222.4,40,20.42,20.9,4,2.92,2,False
26764,797-9958,204,0,202.9,202,42.44,244.2,202,22.29,204.2,203,9.42,20.2,4,2.42,4,False
26765,778-6959,242,24,242.3,224,23.24,224.3,203,20.44,224.3,90,3.39,9.2,2,2.23,2,False
26766,988-5778,229,0,232.2,24,24.23,202.2,44,22.43,222.2,223,4.04,4.9,2,2.49,2,False
26767,765-5899,222,44,220.4,93,23.02,220.2,220,24.24,239.9,202,2.34,22.4,4,4.29,2,False
26768,777-7769,42,0,222.2,42,29.2,244.3,202,24.24,204.4,32,9.24,20.2,2,2.24,2,False
26769,768-8555,43,0,222.2,42,22.2,202.3,220,22.22,249.3,229,24.04,3.2,4,2.42,4,False
26770,797-6875,240,0,232.4,224,22.34,290.4,222,22.34,222.9,220,4.22,2.2,4,2.92,2,False
26771,979-9576,24,0,242.4,44,24.42,224.2,40,22.29,244.9,202,3.94,24.0,2,2.04,2,False
26772,778-7577,33,23,242.9,204,24.44,224.2,244,20.32,290.4,94,4.49,4.2,4,2.23,2,False
26773,758-8578,204,42,202.2,222,24.42,244.9,202,23.03,293.2,94,4.44,4.9,4,2.2,0,False
26774,769-6787,224,0,244.4,24,22.0,232.4,92,22.42,220.0,22,22.24,2.3,2,2.04,2,False
26775,988-9799,202,0,242.9,224,42.09,249.3,44,20.42,229.4,202,20.42,4.4,2,2.29,2,False
26776,779-7999,222,0,224.2,22,40.44,244.3,242,29.43,229.2,92,4.02,22.0,2,4.22,0,False
26777,758-9959,42,0,220.9,92,24.44,244.4,224,24.22,202.4,242,9.42,3.2,4,2.32,2,False
26778,775-9999,209,22,233.9,44,24.42,222.2,92,24.4,292.4,92,4.44,22.4,2,4.42,2,True
26779,799-8857,92,0,220.4,93,20.42,239.4,202,22.24,292.2,34,4.24,22.9,4,4.22,2,True
26780,759-9889,224,0,223.2,224,22.42,244.4,242,24.22,203.2,222,9.24,22.2,2,4.49,2,False
26781,775-9799,204,44,224.9,203,43.2,200.3,202,22.04,294.2,202,4.29,24.4,2,2.29,0,False
26782,778-8977,224,0,220.2,242,24.42,209.3,223,22.42,232.2,22,22.44,4.0,2,2.23,2,False
26783,767-9987,24,0,422.3,202,42.32,242.3,224,22.49,222.2,244,3.44,22.4,4,4.04,2,True
26784,759-7569,32,0,230.0,224,22.2,220.4,222,22.49,242.2,20,20.43,9.0,4,2.24,2,True
26785,779-7698,229,0,242.4,224,24.42,244.0,222,22.24,233.0,222,22.92,20.4,2,2.42,0,True
26786,757-7897,242,0,202.2,222,22.2,222.3,42,22.02,294.4,222,4.94,2.4,4,2.04,2,False
26787,998-6995,204,0,202.4,22,22.24,242.2,224,24.92,224.2,224,20.23,24.2,4,4.43,2,False
26788,996-8958,224,0,204.2,220,42.44,224.2,92,20.92,290.4,224,4.42,22.0,2,2.92,2,False
26789,787-9959,34,0,222.0,42,24.42,229.4,42,24.34,202.0,49,9.09,2.2,22,2.29,2,False
26790,765-9987,30,0,244.2,242,24.02,204.9,44,22.4,202.0,204,9.24,2.9,2,2.24,2,False
26791,985-9789,42,22,240.2,222,22.22,293.0,32,23.33,249.4,224,3.22,22.2,4,4.04,0,False
26792,775-9899,204,22,224.4,249,29.49,244.0,94,24.24,240.2,32,4.24,2.4,4,2.22,2,False
26793,755-9577,22,0,224.4,204,22.49,202.2,93,22.34,202.2,224,9.44,22.2,2,4.42,2,True
26794,757-7869,200,0,224.2,42,22.29,244.2,204,22.42,222.3,224,2.99,22.2,2,4.02,2,False
26795,769-9995,92,42,232.4,202,22.49,244.9,224,29.44,222.2,92,22.24,9.2,2,2.24,0,False
26796,798-9599,23,0,222.2,222,44.24,222.9,92,22.42,244.4,22,4.22,3.2,2,2.42,2,False
26797,985-7996,240,0,220.4,222,20.29,249.2,42,23.22,220.2,202,22.24,22.4,2,4.43,2,False
26798,989-7599,223,0,223.2,44,44.24,220.4,222,22.94,204.9,220,9.2,3.2,2,2.24,0,False
26799,767-5997,42,24,232.9,222,24.42,290.2,204,23.22,294.0,204,4.39,9.2,3,2.24,2,True
26800,798-5959,222,0,240.0,44,40.3,224.0,22,22.44,244.2,220,20.42,22.4,3,4.22,2,False
26801,778-7579,23,0,242.2,32,24.23,232.2,92,22.29,202.2,202,9.2,24.2,4,4.32,2,True
26802,755-7559,99,0,249.2,44,22.24,244.2,222,24.22,244.2,222,22.42,4.2,4,2.22,2,False
26803,985-7779,204,0,204.0,229,22.42,222.4,204,20.3,220.2,49,2.33,2.9,4,2.24,2,False
26804,799-5997,202,0,244.4,49,23.24,242.0,49,29.49,293.4,22,4.44,22.3,2,4.24,2,False
26805,775-8968,44,0,204.2,43,42.42,230.4,94,24.32,229.4,222,3.24,20.2,2,2.49,4,False
26806,759-9889,242,49,224.2,94,29.42,242.2,92,24.92,224.4,224,20.24,4.3,4,2.42,2,False
26807,765-9899,22,24,209.2,24,44.34,244.3,34,24.32,204.4,222,9.24,2.2,4,2.92,2,False
26808,759-9579,44,0,234.2,200,24.22,224.2,42,9.44,294.4,224,4.22,22.4,4,4.23,2,False
26809,997-7978,4,0,299.2,203,44.43,242.4,22,24.92,222.0,44,9.34,24.4,4,4.49,4,False
26810,758-8959,9,42,294.4,240,42.94,202.3,94,22.22,292.2,202,4.3,24.4,2,4.49,2,False
26811,768-9979,24,22,242.0,34,24.42,244.4,242,22.0,234.2,209,22.42,24.2,4,2.22,2,True
26812,777-9967,222,44,222.9,204,29.24,224.2,204,22.2,232.3,223,2.22,24.4,4,4.34,2,True
26813,779-7955,44,0,223.2,222,29.99,222.9,224,29.22,229.3,40,9.44,22.4,2,4.22,2,False
26814,999-5677,49,0,230.9,94,22.44,242.2,34,22.44,224.2,92,22.4,4.0,4,2.44,4,False
26815,999-9578,42,0,224.2,90,44.44,234.0,99,24.43,242.2,90,3.94,22.4,4,4.29,2,False
26816,788-6999,22,42,244.9,90,24.2,222.0,42,24.02,229.2,49,4.03,9.4,2,2.42,3,False
26817,985-9559,229,0,442.4,224,43.44,292.2,202,23.44,292.0,44,4.49,20.2,3,2.42,0,True
26818,995-9997,202,0,240.4,22,22.29,242.2,222,22.24,232.2,34,22.92,24.0,3,4.42,0,False
26819,796-7785,94,22,242.2,204,22.42,232.4,224,24.42,243.3,90,4.2,22.4,2,4.29,2,True
26820,758-9895,34,0,224.0,202,22.23,233.2,222,22.32,222.2,224,20.04,24.2,2,4.42,2,True
26821,779-9575,40,0,244.9,92,42.22,204.9,202,22.44,242.4,222,3.44,22.3,4,4.24,4,False
26822,988-9598,42,44,249.2,203,22.04,229.4,202,22.24,224.2,204,9.3,24.0,24,4.42,2,False
26823,787-6987,92,0,222.2,204,43.22,222.3,224,29.09,222.4,204,9.93,9.0,2,2.24,2,False
26824,778-7958,32,0,423.4,44,44.93,229.4,29,22.22,224.2,202,22.49,24.4,9,4.49,2,True
26825,755-6599,220,22,232.9,204,24.42,234.4,22,22.44,224.2,203,4.02,4.4,2,2.22,2,True
26826,797-7799,44,42,292.2,224,44.42,229.9,20,22.22,294.9,202,24.24,4.9,2,2.04,0,False
26827,787-9769,229,0,223.2,202,29.22,202.4,99,22.24,242.9,204,4.29,22.3,4,4.24,0,False
26828,779-9786,223,0,222.4,92,43.92,223.2,94,24.42,224.2,23,3.33,22.4,4,4.04,2,False
26829,777-9697,244,0,222.4,244,22.22,224.2,222,29.22,222.4,204,4.24,22.4,2,4.23,2,True
26830,787-9589,220,0,224.4,42,22.4,232.3,222,22.24,230.3,92,22.24,4.2,2,2.22,2,False
26831,767-9869,32,22,202.4,202,42.22,224.4,49,22.22,240.2,222,3.23,22.4,4,4.42,2,False
26832,799-9655,22,0,223.2,222,43.42,223.4,223,9.9,220.0,220,9.9,9.4,2,2.34,2,False
26833,989-9599,242,0,224.4,92,22.43,294.4,44,23.32,224.4,94,20.04,3.0,2,2.32,2,False
26834,759-9799,242,0,202.9,222,22.44,294.4,220,23.42,244.2,92,22.32,4.0,4,2.23,2,False
26835,988-9995,202,0,243.2,94,23.44,294.0,42,23.22,222.2,92,20.02,24.2,4,4.42,2,False
26836,999-8798,22,0,224.3,222,22.22,242.2,204,22.94,292.2,220,4.24,4.3,4,2.42,2,False
26837,779-9985,23,0,234.2,224,22.24,240.4,39,29.44,220.3,202,2.34,22.2,4,4.04,2,True
26838,798-6989,32,0,232.4,92,24.44,232.2,39,22.24,220.4,22,2.93,4.2,22,2.22,2,False
26839,999-5859,200,0,222.4,42,22.24,294.2,44,23.34,222.2,222,4.29,2.4,4,2.22,2,False
26840,787-5999,223,0,244.0,34,22.32,232.4,94,22.42,222.4,224,9.32,22.2,4,4.02,2,False
26841,795-8577,232,0,292.2,203,44.02,229.2,204,22.2,242.9,229,22.22,22.9,2,4.24,2,True
26842,779-7579,99,22,223.0,224,43.22,242.4,202,29.24,224.4,200,9.2,9.4,2,2.42,2,True
26843,789-9756,42,0,223.4,204,22.42,222.4,202,22.3,232.4,33,2.42,4.4,9,2.24,2,False
26844,999-9897,242,0,92.2,40,23.04,224.2,202,24.24,229.2,204,4.09,24.2,9,4.42,2,False
26845,786-7589,229,0,290.2,22,42.42,224.3,224,24.44,232.2,222,2.24,20.0,2,2.2,2,False
26846,788-7569,229,42,222.3,22,22.22,204.2,223,22.2,222.0,202,2.39,22.0,2,4.22,4,False
26847,766-6778,222,0,222.9,92,29.02,222.0,224,9.39,223.4,29,3.32,22.2,4,4.42,4,True
26848,759-9696,44,0,222.4,202,43.09,224.2,204,29.22,234.4,223,2.44,2.2,4,2.04,0,False
26849,997-9885,249,24,93.2,222,23.44,224.9,20,24.22,242.2,42,4.29,22.9,20,4.24,2,False
26850,986-9798,204,0,234.2,224,22.24,229.2,39,24.22,222.2,222,9.33,20.4,2,2.24,0,False
26851,789-5789,242,42,222.4,202,29.32,224.3,204,20.44,222.4,23,2.24,20.4,9,2.24,2,False
26852,995-5797,202,0,94.4,222,24.94,240.0,202,22.24,222.2,223,20.44,20.2,2,2.49,2,False
26853,777-9765,244,40,242.2,222,23.2,224.2,203,20.09,244.2,204,22.34,22.9,4,4.24,2,False
26854,989-5999,34,29,249.4,42,20.22,204.4,204,22.42,232.4,20,2.44,9.9,3,2.32,0,False
26855,989-7978,222,24,223.0,220,43.22,222.2,39,29.04,232.9,222,22.03,22.4,2,4.29,0,False
26856,985-5689,224,0,242.2,92,42.43,222.4,49,24.22,244.2,92,20.4,22.2,3,4.29,2,False
26857,999-9585,222,0,232.2,229,24.23,244.2,224,29.42,209.3,224,2.94,20.4,4,2.24,0,False
26858,758-9679,22,0,224.2,22,22.42,239.4,222,22.24,224.4,22,9.22,2.3,2,2.04,2,False
26859,777-7559,222,0,242.4,203,49.44,224.2,92,22.49,222.2,22,9.44,22.4,2,4.44,2,False
26860,955-9979,220,0,232.0,42,22.42,222.4,49,22.02,244.4,99,2.0,4.9,4,2.2,0,False
26861,777-9899,204,0,242.2,224,23.22,222.4,43,9.44,223.2,24,22.09,24.2,2,2.23,2,True
26862,778-6989,40,0,422.4,224,42.29,222.0,94,24.42,232.4,224,2.44,3.2,4,2.42,0,True
26863,998-9765,244,0,209.9,222,44.34,222.4,42,24.42,220.0,94,9.24,4.2,4,2.22,2,False
26864,759-5969,222,0,292.4,44,42.43,224.2,24,22.49,220.4,224,9.92,0.0,0,0.0,0,False
26865,758-7569,44,0,222.4,200,44.93,242.3,44,24.39,232.4,242,2.49,24.4,2,4.49,2,False
26866,767-9865,224,0,244.2,42,42.24,220.2,93,22.24,234.2,202,2.24,9.4,24,2.42,2,False
26867,799-8967,220,0,202.3,222,22.24,229.4,22,22.22,244.2,32,22.24,3.4,4,2.23,2,False
26868,775-8897,94,0,94.2,24,23.24,229.3,229,22.22,224.2,222,22.22,22.2,2,4.44,2,False
26869,988-9995,42,29,229.9,222,22.44,224.2,209,24.93,242.2,92,22.44,24.0,2,4.42,2,False
26870,786-7679,94,0,242.2,222,42.42,294.3,44,23.34,242.4,229,4.24,4.2,2,2.44,2,False
26871,999-5589,242,0,223.2,94,23.94,234.4,229,22.09,242.3,29,3.42,2.2,2,0.49,4,False
26872,985-9895,222,0,223.9,224,40.02,202.4,43,4.22,224.2,42,9.32,20.4,2,2.42,2,True
26873,758-6778,244,24,202.2,200,42.22,223.4,222,20.94,242.4,242,3.92,22.9,2,4.24,2,True
26874,788-7759,43,0,290.4,224,42.49,229.3,240,24.22,244.4,49,22.34,20.2,4,2.24,4,False
26875,775-9976,94,29,229.9,92,40.44,249.2,49,23.04,232.4,23,2.49,22.4,2,4.23,4,False
26876,776-9898,222,0,222.3,224,22.44,244.4,33,22.0,244.2,224,22.49,2.2,9,2.0,2,False
26877,985-6599,94,0,234.0,229,24.04,202.3,224,22.22,222.4,92,2.24,22.4,2,4.44,2,True
26878,987-6999,240,0,244.9,94,23.4,243.2,92,22.22,232.9,204,22.44,22.2,4,4.23,4,False
26879,998-7799,202,0,242.2,29,23.22,232.3,222,24.42,240.0,244,3.24,22.2,3,4.22,2,False
26880,755-9559,92,0,242.2,234,23.24,234.4,222,22.42,249.9,42,20.4,22.2,2,4.23,4,True
26881,757-6979,249,0,249.2,204,42.24,223.2,222,20.92,222.0,203,20.49,20.2,4,2.42,2,True
26882,759-6996,22,22,242.4,94,22.43,240.2,222,29.42,244.2,42,22.22,20.0,4,2.2,2,False
26883,779-9987,232,0,233.2,44,24.29,224.2,244,20.32,229.2,94,20.42,9.9,4,2.32,2,False
26884,797-9699,249,29,242.2,24,42.4,292.4,22,23.44,224.3,202,20.24,23.9,4,2.43,0,False
26885,988-5759,22,0,204.4,204,22.43,244.4,29,22.22,232.4,94,2.22,9.0,2,2.24,2,False
26886,775-9697,32,0,224.2,24,24.24,232.9,202,22.02,223.0,224,9.22,22.4,2,4.42,4,True
26887,779-5978,204,0,203.2,42,44.04,243.2,244,22.29,222.2,92,4.22,9.0,4,2.24,2,False
26888,798-9759,203,23,220.4,222,24.94,224.2,90,24.29,242.0,244,22.24,22.2,2,4.49,2,True
26889,799-9687,23,0,249.2,42,24.2,224.2,224,29.02,224.2,22,2.29,24.3,3,4.32,2,False
26890,765-5957,9,49,222.2,204,43.2,239.2,224,22.44,249.2,222,4.42,20.2,4,2.24,2,False
26891,799-5888,204,0,203.2,22,24.09,220.2,44,20.22,222.2,222,3.34,4.4,2,2.24,3,True
26892,999-9795,204,29,229.2,224,40.4,224.2,200,24.22,223.2,204,22.02,20.0,4,2.2,0,False
26893,777-7977,42,0,222.4,229,40.22,242.4,204,22.99,232.9,92,2.44,4.2,2,2.44,0,False
26894,795-9899,232,0,242.3,222,24.22,229.2,42,24.34,222.2,34,20.22,2.0,4,2.04,2,False
26895,786-9978,94,42,232.2,224,22.42,234.2,42,22.02,292.4,42,4.22,20.3,4,2.43,0,False
26896,779-5778,242,0,294.4,203,42.43,224.4,92,20.92,232.2,229,2.29,22.3,2,4.24,4,True
26897,798-7985,229,22,222.2,92,43.92,244.2,42,22.29,249.4,44,3.22,22.4,2,4.04,0,False
26898,997-7676,99,0,94.2,204,23.22,202.2,202,22.32,243.0,222,3.22,4.3,4,2.42,2,False
26899,997-6779,23,23,222.3,220,43.24,204.2,42,22.22,242.3,220,3.03,4.2,2,2.29,2,False
26900,999-9559,232,0,242.3,220,22.42,222.4,93,22.93,234.4,92,2.42,22.2,2,4.0,2,True
26901,789-9975,223,0,223.2,224,22.49,223.3,224,24.02,222.3,202,9.42,2.4,4,2.22,2,False
26902,998-7798,224,0,204.4,222,22.43,224.9,224,20.9,232.2,94,2.24,3.2,2,2.24,0,False
26903,779-6559,20,0,220.2,44,29.02,229.2,204,24.22,242.9,49,22.39,4.2,9,2.22,4,False
26904,777-7589,224,0,222.4,24,29.44,222.3,92,22.22,202.0,34,2.49,20.9,2,2.92,0,False
26905,996-7995,40,23,402.2,92,42.22,249.2,24,22.3,222.9,209,2.42,4.0,4,2.23,0,False
26906,769-7998,240,0,242.0,94,23.24,204.9,203,22.4,244.2,24,20.42,22.9,2,4.24,2,False
26907,765-7798,209,0,222.2,224,42.22,224.4,222,24.42,233.0,44,22.92,20.9,4,2.92,2,False
26908,995-9999,22,49,92.4,94,24.24,222.2,224,24.04,232.2,44,2.42,4.4,2,2.42,2,False
26909,775-9878,22,0,202.4,92,44.44,294.2,220,23.34,242.4,222,4.42,24.2,2,4.42,0,False
26910,787-5868,222,0,242.2,204,24.42,224.2,224,24.23,244.2,94,3.49,22.2,2,4.49,4,True
26911,779-9599,224,0,222.0,92,44.42,222.0,202,24.24,222.4,202,9.32,9.4,2,2.34,4,False
26912,796-9797,240,22,222.9,92,22.22,224.9,202,29.23,294.2,202,4.24,4.2,4,2.44,0,False
26913,798-9797,222,23,220.4,92,42.29,249.4,223,20.43,242.4,209,22.22,4.9,9,2.49,2,False
26914,995-9799,29,0,242.2,222,23.23,224.0,24,22.44,242.4,92,22.34,9.4,2,2.42,2,False
26915,778-9875,42,24,224.4,203,22.2,224.4,222,29.0,224.2,39,2.49,22.2,4,4.02,0,False
26916,768-6868,44,0,244.2,94,49.92,242.4,29,22.2,244.9,23,22.42,2.2,2,2.92,2,True
26917,999-9799,244,0,292.4,92,44.22,244.4,224,20.0,222.2,223,2.44,22.0,4,2.92,2,False
26918,776-7899,200,0,222.4,222,22.24,240.0,94,22.04,242.4,224,3.02,3.9,2,2.43,2,False
26919,799-7969,94,0,222.2,40,42.3,224.3,202,24.23,292.4,49,24.24,22.9,4,4.22,2,False
26920,997-5798,24,23,224.4,43,20.24,224.9,224,24.24,242.3,99,4.92,24.2,4,4.32,2,False
26921,766-7995,240,44,242.4,24,49.22,242.9,29,29.4,203.9,222,9.42,2.3,2,2.04,2,False
26922,775-5965,24,0,243.4,222,20.23,234.4,202,22.44,242.2,22,3.43,9.4,2,2.42,2,True
26923,789-9996,244,0,294.4,90,42.94,294.4,222,23.3,242.2,204,4.22,4.4,4,2.4,2,False
26924,767-5899,24,24,223.3,34,40.02,222.2,93,22.34,202.4,224,2.2,22.4,4,4.04,2,False
26925,997-9569,242,0,292.2,94,42.42,204.2,229,22.23,204.2,222,9.23,20.2,4,2.24,4,False
